OTU_ID	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20	sample21	sample22	sample23	sample24	sample25	sample26	sample27
ASV8952	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV8957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV8964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV8966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0
ASV8967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV8968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0
ASV8969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV8970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0
ASV8971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV8990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0
ASV8991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0
ASV8992	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8993	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8994	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8995	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8996	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8997	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8998	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV8999	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9000	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9001	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9002	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9003	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9004	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9005	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9006	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9007	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9008	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9009	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9010	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9011	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9012	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9013	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9014	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9015	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9016	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9017	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9018	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9019	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9020	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9021	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9022	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9023	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9024	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9025	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9026	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9027	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9028	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9029	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753
ASV9037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05
ASV9038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05
ASV9040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05
ASV9041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0
ASV9043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05
ASV9046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05
ASV9047	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9048	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9049	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9050	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9051	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9052	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9053	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9054	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9055	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9056	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9057	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9058	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9059	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9060	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9061	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9062	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9063	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9064	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9065	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9066	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0
ASV9070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0
ASV9071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0
ASV9080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0
ASV9085	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9086	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV9088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV9089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV9090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0
ASV9091	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9092	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9093	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9094	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9095	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9096	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9097	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9098	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9099	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9100	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0
ASV9102	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9103	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9104	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9105	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9106	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9107	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9108	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9109	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9110	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9111	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9112	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9113	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9114	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9115	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9116	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9117	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9118	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9119	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9120	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9121	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9122	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9123	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9124	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9125	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9126	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9127	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9128	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9129	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9130	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9131	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9132	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9133	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9134	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9135	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9358	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9360	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9361	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9362	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9364	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9365	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9366	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9367	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9372	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9373	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9379	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9380	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9382	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9383	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9384	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9385	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0
ASV9387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0
ASV9388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0
ASV9389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0
ASV9390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0
ASV9392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0
ASV9394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000135753	0	0	0	0	0	0	0	0
ASV9399	0	0	0	0	0	0	0	0	0	0	0	9.05018E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV9402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0
ASV9404	0	0	0	0	0	0	0	0	0	0	0	4.52509E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
